epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.6198,2.47077,3.57892,2.82048,1.8059,0.00138,0.24583,0.00088,0.0003,0.00045,0.07917,0.00024,6e-05,3.64776,20.7347,73.9806,7.48037,0.0692509,0.00216228,0.00216228
2,20.4071,2.2298,3.0359,2.19718,1.62745,0.14924,0.20833,0.06747,0.02055,0.07618,0.15417,0.03103,0.00707,2.50367,2.96802,4.49174,2.20019,0.0380216,0.00426633,0.00426633
3,29.6988,2.3133,2.90193,2.23512,1.67161,0.12108,0.33333,0.0894,0.02797,0.10435,0.27083,0.0676,0.01606,2.29568,2.68539,4.34836,1.90197,0.00670584,0.0062839,0.0062839
4,39.1666,2.22326,2.83202,2.11853,1.70625,0.04322,0.21667,0.02271,0.00772,0.04536,0.1625,0.01872,0.00498,2.58542,2.87141,11.3751,2.14681,0.00618079,0.00618079,0.00618079
5,48.3053,2.19098,2.81812,2.02743,1.67296,0.42357,0.21667,0.19357,0.06512,0.40728,0.20833,0.19313,0.05747,2.7168,2.84806,2.72912,2.13148,0.00605105,0.00605105,0.00605105
6,57.4602,2.18254,2.71329,2.02224,1.68118,0.32728,0.275,0.24444,0.08617,0.37699,0.27917,0.26183,0.07893,2.18105,2.47069,2.2294,1.76273,0.00592132,0.00592132,0.00592132
7,66.4262,2.12938,2.64188,1.95438,1.64324,0.2618,0.4125,0.2499,0.08253,0.26147,0.39583,0.23607,0.06733,2.17251,2.85626,2.10528,2.11846,0.00579158,0.00579158,0.00579158
8,75.1405,2.15589,2.6123,1.97155,1.68285,0.40156,0.29357,0.27065,0.09634,0.40441,0.29167,0.25777,0.05835,2.33722,2.72907,3.40093,1.81752,0.00566184,0.00566184,0.00566184
9,84.3723,2.13172,2.74286,1.96263,1.68578,0.36695,0.37917,0.31997,0.10729,0.36573,0.3796,0.27998,0.07269,2.21904,2.36138,1.96618,1.83041,0.00553211,0.00553211,0.00553211
10,93.7252,2.11081,2.5792,1.93511,1.67707,0.37335,0.24167,0.2193,0.08172,0.26297,0.20833,0.15394,0.03351,2.19193,2.85827,2.40029,1.77323,0.00540237,0.00540237,0.00540237
11,102.735,2.11673,2.55074,1.94737,1.6887,0.40648,0.2625,0.26677,0.10992,0.4326,0.24462,0.24164,0.06673,2.19566,2.64171,2.36992,1.75806,0.00527264,0.00527264,0.00527264
12,111.816,1.98395,2.4832,1.85047,1.61239,0.13274,0.53333,0.10634,0.04098,0.13475,0.525,0.10218,0.03208,1.93511,2.06615,15.6239,1.60617,0.0051429,0.0051429,0.0051429
13,121.185,1.95954,2.41879,1.73453,1.5527,0.42817,0.22917,0.22738,0.08511,0.31918,0.17083,0.1575,0.04402,2.50679,3.39907,2.71931,1.8801,0.00501316,0.00501316,0.00501316
14,130.256,2.13316,2.63317,1.9041,1.68657,0.3256,0.35833,0.29869,0.11683,0.45304,0.275,0.30489,0.09066,2.19911,2.34782,2.12349,1.76384,0.00488343,0.00488343,0.00488343
15,139.49,2.00435,2.5051,1.82288,1.58589,0.28577,0.27917,0.22827,0.07618,0.37377,0.19167,0.18897,0.0636,2.31922,2.93641,2.26767,1.73597,0.00475369,0.00475369,0.00475369
16,148.89,1.9443,2.67443,1.74073,1.57845,0.4177,0.425,0.33891,0.11507,0.40951,0.41667,0.31222,0.08812,2.05948,2.24474,1.90694,1.64939,0.00462395,0.00462395,0.00462395
17,157.897,1.94249,2.37689,1.72248,1.57594,0.50884,0.425,0.41858,0.15187,0.56471,0.37083,0.43195,0.14489,1.95586,2.16019,1.76351,1.62085,0.00449422,0.00449422,0.00449422
18,166.797,1.91777,2.3492,1.67703,1.52915,0.41337,0.4875,0.3572,0.15341,0.43553,0.48333,0.35809,0.10805,1.95852,2.21118,1.91898,1.60117,0.00436448,0.00436448,0.00436448
19,175.678,1.83478,2.31272,1.61241,1.48046,0.48207,0.49167,0.46593,0.1918,0.49544,0.44583,0.44693,0.14296,1.88735,2.11626,1.65741,1.57225,0.00423474,0.00423474,0.00423474
20,184.865,1.91946,2.33596,1.63522,1.53464,0.52354,0.42579,0.4202,0.16666,0.42332,0.425,0.39787,0.11996,2.10898,2.27786,1.81475,1.67334,0.00410501,0.00410501,0.00410501
21,194.12,1.92524,2.42766,1.73416,1.52629,0.17858,0.24167,0.14355,0.05023,0.26353,0.22083,0.16881,0.04932,2.52075,2.52832,2.77034,1.95553,0.00397527,0.00397527,0.00397527
22,203.107,1.88917,2.30996,1.58072,1.48496,0.519,0.44583,0.4446,0.16846,0.58733,0.4,0.48787,0.15915,1.89504,2.05936,1.66889,1.55678,0.00384553,0.00384553,0.00384553
23,212.484,1.8184,2.20674,1.5548,1.48708,0.44291,0.41667,0.35872,0.1313,0.50828,0.35,0.32781,0.09571,2.01364,2.32688,2.04299,1.69084,0.0037158,0.0037158,0.0037158
24,221.816,1.78543,2.23322,1.54396,1.45837,0.55446,0.59113,0.56769,0.25243,0.52854,0.56667,0.53254,0.19525,1.79025,1.97233,1.4835,1.4861,0.00358606,0.00358606,0.00358606
