epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.174,2.39329,3.6947,2.71391,1.75772,0.00335,0.02083,0.00152,0.0004,0.00032,0.07917,0.00018,4e-05,3.53024,5.9394,4.47161,6.58175,0.0693003,0.00221165,0.00221165
2,20.4728,2.17631,2.9502,2.17021,1.62943,0.03568,0.125,0.01401,0.00426,0.02379,0.08333,0.00658,0.00131,2.78277,44.3295,4.70393,3.13019,0.038119,0.0043637,0.0043637
3,29.1095,2.22428,2.91602,2.23824,1.67884,0.00767,0.15417,0.0047,0.00131,0.00753,0.11667,0.0031,0.0007,3.30856,3.81264,33.5008,2.76228,0.00684919,0.00642725,0.00642725
4,38.1889,2.22257,2.82844,2.09919,1.70269,0.14442,0.29167,0.09043,0.02999,0.14382,0.19583,0.07684,0.02044,2.38993,2.75777,3.37919,1.93634,0.00632172,0.00632172,0.00632172
5,47.5424,2.17293,2.64303,1.95902,1.65504,0.08372,0.1125,0.04001,0.01797,0.07821,0.11667,0.03317,0.01058,2.57889,2.80651,13.7362,1.98343,0.00618896,0.00618896,0.00618896
6,56.5487,2.18424,2.70735,2.0288,1.66118,0.31118,0.36667,0.26393,0.0936,0.29198,0.35913,0.24292,0.06047,2.29614,2.59689,2.25581,1.79265,0.0060562,0.0060562,0.0060562
7,65.6698,2.1395,2.63366,1.91561,1.63009,0.15908,0.0625,0.03548,0.01184,0.10057,0.03333,0.02225,0.00741,3.12598,3.77729,4.60411,2.44301,0.00592344,0.00592344,0.00592344
8,74.859,2.05899,2.53699,1.90243,1.61389,0.36226,0.37083,0.29421,0.11806,0.37447,0.38333,0.31491,0.10965,1.93757,2.28638,2.30327,1.55009,0.00579068,0.00579068,0.00579068
9,84.0226,2.09895,2.51024,1.84534,1.60701,0.24954,0.33333,0.19316,0.06511,0.39579,0.23333,0.20245,0.04987,2.19049,2.9817,3.40999,1.69392,0.00565792,0.00565792,0.00565792
10,93.1303,2.07558,2.48971,1.87234,1.59881,0.26274,0.3625,0.23654,0.0891,0.31656,0.34583,0.21063,0.05484,2.02495,2.46455,2.32279,1.62341,0.00552516,0.00552516,0.00552516
11,102.28,1.99639,2.43714,1.79604,1.54674,0.42479,0.45833,0.37617,0.16779,0.37795,0.47083,0.34134,0.10245,1.95357,2.19344,1.72063,1.52428,0.0053924,0.0053924,0.0053924
12,111.223,1.98816,2.46007,1.77081,1.53295,0.32113,0.4553,0.27703,0.10826,0.3027,0.42917,0.24929,0.0687,2.07216,2.29274,2.32861,1.61739,0.00525964,0.00525964,0.00525964
13,120.488,1.97217,2.40462,1.75574,1.53764,0.49603,0.4625,0.39273,0.17666,0.47534,0.43333,0.38428,0.13093,1.89982,2.11965,1.76062,1.4657,0.00512688,0.00512688,0.00512688
14,129.521,1.87935,3.6302,1.71607,1.48296,0.48508,0.4125,0.40575,0.15813,0.40073,0.41667,0.36732,0.10558,1.98236,2.36595,1.81965,1.5564,0.00499412,0.00499412,0.00499412
15,138.784,1.9119,2.33708,1.69441,1.47731,0.4265,0.44622,0.37278,0.15199,0.35721,0.40417,0.30539,0.08,1.98007,2.43381,1.78132,1.58307,0.00486136,0.00486136,0.00486136
16,147.572,1.87601,2.30007,1.63953,1.49117,0.49099,0.46622,0.4595,0.19676,0.49192,0.45,0.425,0.12652,1.91848,2.28848,1.71613,1.53883,0.0047286,0.0047286,0.0047286
17,156.429,1.89596,2.38098,1.70689,1.51269,0.51386,0.52083,0.48895,0.21341,0.54172,0.50833,0.48425,0.17182,1.80539,1.98688,1.77485,1.44605,0.00459583,0.00459583,0.00459583
18,165.05,1.84445,2.26375,1.59077,1.44835,0.4385,0.42917,0.40626,0.19026,0.39516,0.42083,0.36331,0.10246,1.95143,2.41543,1.82809,1.50611,0.00446307,0.00446307,0.00446307
19,173.592,1.83298,2.28854,1.61964,1.44459,0.43247,0.52917,0.37697,0.15348,0.4128,0.47917,0.34415,0.1039,1.86697,2.10005,3.61527,1.50026,0.00433031,0.00433031,0.00433031
