epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.9123,2.50945,3.72499,2.85936,1.83096,0.00468,0.01667,0.00245,0.00096,0,0,0,0,nan,nan,nan,nan,0.0702481,0.00315949,0.00315949
2,19.9957,2.35433,3.23135,2.40253,1.80244,0.00987,0.05,0.00172,0.00041,0.00058,0.00833,8e-05,1e-05,nan,nan,nan,nan,0.039989,0.00623368,0.00623368
3,29.0187,2.52445,3.14399,2.43997,1.88409,0.11578,0.19167,0.06446,0.01685,0.07432,0.12083,0.03611,0.00865,2.59216,3.62301,5.67847,2.42569,0.00960318,0.00918124,0.00918124
4,38.1041,2.56843,3.14727,2.55461,1.99554,0.00026,0.06667,0.00015,4e-05,5e-05,0.0125,3e-05,0,4.10947,11.3955,5.67199,3.58104,0.00903022,0.00903022,0.00903022
5,47.2496,2.48259,3.58395,2.4723,1.94905,0.10225,0.13333,0.03626,0.01106,0.09439,0.10417,0.03867,0.0107,2.87726,185.989,3.94367,5.02431,0.00884029,0.00884029,0.00884029
6,55.7896,2.42236,3.01315,2.372,1.88706,0.10625,0.225,0.11047,0.03638,0.28212,0.09583,0.09666,0.01827,2.75264,4.03149,3.00584,2.18854,0.00865037,0.00865037,0.00865037
7,64.5581,2.35199,2.99549,2.23214,1.82617,0.0819,0.10833,0.03769,0.01385,0.03326,0.0625,0.02055,0.0041,2.98469,4.35895,3.42492,2.88904,0.00846044,0.00846044,0.00846044
8,73.5524,2.35451,2.99224,2.2504,1.86001,0.0169,0.2375,0.00846,0.00261,0.01501,0.19167,0.00541,0.00132,2.69536,12.5736,7.43773,3.22097,0.00827052,0.00827052,0.00827052
9,82.7055,2.26749,2.94281,2.17248,1.78844,0.28907,0.3125,0.22784,0.0752,0.2774,0.31667,0.20217,0.05924,2.22296,2.50876,2.35331,1.80187,0.00808059,0.00808059,0.00808059
10,91.5209,2.29944,2.87708,2.15534,1.82927,0.31808,0.2546,0.19805,0.06696,0.32529,0.27083,0.21704,0.05203,2.34207,4.09867,2.23376,1.96469,0.00789066,0.00789066,0.00789066
11,100.567,2.27772,2.74236,2.13293,1.83708,0.30226,0.26667,0.19902,0.06725,0.293,0.27917,0.19557,0.05642,2.14612,2.16974,2.60068,1.81291,0.00770074,0.00770074,0.00770074
12,109.28,2.21659,2.80571,2.08003,1.78182,0.19174,0.27917,0.16047,0.06051,0.1334,0.21667,0.09313,0.02727,2.40123,2.76704,4.28717,1.94663,0.00751081,0.00751081,0.00751081
13,118.155,2.22932,2.70516,2.0464,1.77588,0.4218,0.14583,0.15402,0.05221,0.44871,0.15833,0.14847,0.04281,2.52939,3.16667,2.96019,2.10525,0.00732088,0.00732088,0.00732088
