epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.4507,2.34008,3.32208,2.69375,1.71015,0.24109,0.05,0.03489,0.01027,0.06623,0.00417,0.00135,0.00039,3.08536,8.14567,3.79515,2.60342,0.0688856,0.00179696,0.00179696
2,19.5359,2.12611,2.83567,2.04416,1.58928,0.01931,0.03333,0.00286,0.00078,0.00671,0.02083,0.00098,0.00028,3.23056,9.73654,4.81034,4.09796,0.0373006,0.00354535,0.00354535
3,28.334,2.16908,2.869,2.0962,1.6072,0.28728,0.34583,0.23676,0.07378,0.29611,0.375,0.22589,0.05551,2.16757,4.18783,2.85451,1.74466,0.0056436,0.00522166,0.00522166
4,37.6176,2.12299,2.73994,2.03107,1.64438,0.09077,0.025,0.01028,0.003,0.06526,0.01667,0.0064,0.00136,3.31966,18.0315,3.88201,9.10064,0.00513568,0.00513568,0.00513568
5,46.6697,2.05393,2.59543,1.92477,1.59613,0.19813,0.3625,0.1334,0.04767,0.18645,0.39167,0.11551,0.02923,2.17334,3.29166,2.68101,1.87653,0.00502757,0.00502757,0.00502757
6,55.9965,2.05631,2.58215,1.89694,1.55893,0.19208,0.16667,0.098,0.03141,0.12715,0.1375,0.0435,0.00945,2.62644,3.43014,2.53746,2.24418,0.00491946,0.00491946,0.00491946
7,64.9924,2.07141,2.59152,1.84634,1.58277,0.32443,0.37083,0.2506,0.0934,0.36638,0.3375,0.22144,0.05457,2.23653,2.52932,2.27439,1.79831,0.00481135,0.00481135,0.00481135
8,74.4233,2.03082,2.57837,1.84835,1.57022,0.42062,0.38333,0.39832,0.17229,0.5104,0.2875,0.3463,0.11698,2.19178,2.45937,1.9875,1.65156,0.00470324,0.00470324,0.00470324
9,83.35,1.95437,2.44276,1.74832,1.50667,0.35065,0.325,0.25016,0.09111,0.34131,0.29167,0.23438,0.06097,2.3919,4.49139,2.35088,1.84564,0.00459514,0.00459514,0.00459514
10,92.0747,2.04504,2.40951,1.78086,1.5569,0.39555,0.439,0.35827,0.14624,0.42763,0.41667,0.35441,0.11851,2.03193,2.25655,1.98478,1.55875,0.00448703,0.00448703,0.00448703
11,100.9,1.93408,2.35372,1.7741,1.49658,0.40784,0.46667,0.3662,0.16633,0.41405,0.40833,0.34179,0.11387,1.90578,2.20731,1.77324,1.48486,0.00437892,0.00437892,0.00437892
12,109.509,1.91819,2.49189,1.73683,1.48864,0.42576,0.44177,0.36523,0.13992,0.41426,0.41667,0.36372,0.11494,1.9046,2.11652,2.19723,1.49109,0.00427081,0.00427081,0.00427081
13,118.005,1.90214,2.41844,1.70502,1.48205,0.53267,0.45417,0.48174,0.22848,0.54455,0.4625,0.47628,0.17634,1.84346,1.96506,1.65451,1.45869,0.0041627,0.0041627,0.0041627
