epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.7236,2.35002,3.37809,2.66974,1.72053,0.01895,0.03333,0.00466,0.00125,0.02248,0.03333,0.00166,0.00031,3.06864,4.58399,4.3893,2.76754,0.0688856,0.00179696,0.00179696
2,20.7197,2.08806,2.83263,1.99742,1.5508,0.00824,0.14167,0.00404,0.00118,0.00572,0.1,0.00223,0.00053,3.12806,4.57114,122.133,2.32665,0.0373007,0.00354538,0.00354538
3,29.4061,2.17618,2.79851,2.12227,1.60059,0.1678,0.27917,0.10788,0.03772,0.18771,0.15833,0.07393,0.01809,2.46151,2.92229,3.19423,1.85825,0.00564369,0.00522175,0.00522175
4,38.5627,2.12126,2.67698,2.00182,1.62677,0.34936,0.35797,0.27676,0.08936,0.30986,0.34167,0.22593,0.05766,2.15427,2.61298,2.10585,1.7037,0.00513582,0.00513582,0.00513582
5,47.4508,2.0933,2.70021,1.9205,1.56833,0.05347,0.16667,0.01751,0.00579,0.0381,0.10827,0.00833,0.00214,2.87595,5.38348,5.40207,2.17894,0.00502776,0.00502776,0.00502776
6,56.2079,2.09084,2.62507,1.90203,1.57201,0.12208,0.31667,0.07056,0.021,0.10006,0.17917,0.03623,0.00732,2.58012,10.8321,3.57003,4.8616,0.0049197,0.0049197,0.0049197
7,64.9059,1.99841,2.5549,1.81454,1.5429,0.46124,0.3375,0.29293,0.12737,0.51063,0.33333,0.28895,0.1059,1.91714,2.25141,14.2866,1.49652,0.00481164,0.00481164,0.00481164
8,73.5753,2.00456,2.46066,1.80712,1.55757,0.32348,0.4125,0.28661,0.10521,0.31368,0.4,0.26923,0.07229,2.22437,2.62152,2.04968,1.72049,0.00470358,0.00470358,0.00470358
9,82.452,2.01902,2.46199,1.76905,1.56633,0.38341,0.37917,0.35503,0.13769,0.42403,0.39583,0.37616,0.12246,2.08673,2.26837,2.07285,1.62476,0.00459552,0.00459552,0.00459552
10,91.3779,2.08823,2.53119,1.80077,1.60247,0.31943,0.29583,0.23912,0.09484,0.32551,0.20833,0.20366,0.05825,2.22792,2.63782,2.10961,1.74971,0.00448746,0.00448746,0.00448746
11,100.507,1.97655,2.4094,1.74181,1.513,0.42019,0.4125,0.38434,0.17965,0.42012,0.4,0.36717,0.13117,1.80268,2.06255,1.96706,1.41465,0.0043794,0.0043794,0.0043794
12,109.317,1.91465,2.39404,1.67609,1.4781,0.41922,0.48423,0.40895,0.16501,0.43385,0.48215,0.44151,0.14919,2.03691,2.10561,1.80558,1.51907,0.00427134,0.00427134,0.00427134
13,117.955,1.90072,2.35327,1.64202,1.4669,0.44511,0.45833,0.38111,0.18087,0.4612,0.44582,0.39065,0.15427,1.97651,2.04226,1.6634,1.50895,0.00416328,0.00416328,0.00416328
14,126.841,1.86982,2.2809,1.63075,1.47395,0.41833,0.51667,0.44551,0.20888,0.40229,0.47083,0.4191,0.13796,1.84379,2.14632,1.7204,1.48222,0.00405522,0.00405522,0.00405522
15,135.66,1.88349,2.34588,1.64023,1.46797,0.52135,0.41754,0.45631,0.21136,0.588,0.38333,0.43542,0.15915,2.00787,2.33722,1.73858,1.54776,0.00394716,0.00394716,0.00394716
16,144.679,1.80732,2.22472,1.56973,1.45506,0.53073,0.46182,0.491,0.23006,0.53156,0.52083,0.50325,0.18311,1.8971,2.07723,1.76838,1.48763,0.0038391,0.0038391,0.0038391
17,153.643,1.80887,2.29316,1.59118,1.45886,0.47796,0.5375,0.49252,0.23323,0.51057,0.52159,0.49916,0.16547,1.86267,2.05583,1.84255,1.4679,0.00373104,0.00373104,0.00373104
18,162.526,1.80602,2.22786,1.52946,1.44104,0.48775,0.4875,0.46242,0.19426,0.43961,0.5125,0.47036,0.14526,1.8949,3.08952,1.75046,1.51474,0.00362298,0.00362298,0.00362298
19,171.473,1.77665,2.22941,1.53769,1.41355,0.49147,0.525,0.49546,0.26292,0.55801,0.475,0.49457,0.19172,1.72398,1.92211,1.63787,1.34158,0.00351492,0.00351492,0.00351492
20,180.186,1.70509,2.17658,1.47067,1.38315,0.60304,0.5375,0.5417,0.24537,0.55295,0.49167,0.48958,0.14547,1.77831,2.14464,1.52664,1.42134,0.00340686,0.00340686,0.00340686
21,189.101,1.73761,2.2074,1.50845,1.38758,0.64786,0.5875,0.61119,0.28647,0.63408,0.575,0.58664,0.21134,1.76659,1.99412,1.395,1.37978,0.0032988,0.0032988,0.0032988
22,197.92,1.74443,2.16114,1.4454,1.36437,0.54963,0.64579,0.58429,0.26098,0.54717,0.6375,0.59755,0.22614,1.73123,1.89067,1.50505,1.37322,0.00319074,0.00319074,0.00319074
23,206.666,1.69264,2.14919,1.44396,1.38414,0.49913,0.58333,0.57006,0.28934,0.50714,0.52083,0.5339,0.21451,1.64063,1.88909,1.46261,1.31326,0.00308268,0.00308268,0.00308268
24,215.246,1.66811,2.11212,1.40886,1.34937,0.58334,0.58333,0.59435,0.31724,0.58056,0.58825,0.57626,0.25988,1.62469,1.82854,1.38897,1.31778,0.00297462,0.00297462,0.00297462
25,224.049,1.67468,2.10932,1.41864,1.36461,0.56047,0.65833,0.56607,0.30369,0.55543,0.63333,0.55244,0.22034,1.64603,1.81971,1.32927,1.29467,0.00286656,0.00286656,0.00286656
26,232.74,1.65776,2.11233,1.3547,1.35503,0.65299,0.64583,0.6721,0.36177,0.6464,0.65,0.67221,0.27054,1.61262,1.8036,1.2479,1.2927,0.0027585,0.0027585,0.0027585
27,241.795,1.69161,2.06443,1.35851,1.35635,0.71218,0.5125,0.65672,0.33625,0.63835,0.6,0.65923,0.27462,1.71022,1.75848,1.44923,1.32704,0.00265044,0.00265044,0.00265044
28,250.599,1.62496,2.13505,1.39961,1.33256,0.61573,0.47083,0.52762,0.25416,0.55125,0.42994,0.45965,0.1643,1.81755,2.34735,1.50058,1.40795,0.00254238,0.00254238,0.00254238
29,259.655,1.63868,2.11841,1.38663,1.32845,0.59678,0.55501,0.61605,0.31941,0.63086,0.55,0.62969,0.27576,1.68675,1.73679,1.38126,1.30455,0.00243432,0.00243432,0.00243432
30,268.331,1.59931,1.98404,1.31255,1.30416,0.73602,0.60833,0.71141,0.3794,0.74657,0.60144,0.71183,0.32042,1.56586,1.67243,1.25102,1.26476,0.00232626,0.00232626,0.00232626
31,276.958,1.54822,2.07495,1.31521,1.28952,0.75535,0.63333,0.74859,0.40083,0.76032,0.6375,0.75338,0.32183,1.54683,1.65964,1.22881,1.25807,0.0022182,0.0022182,0.0022182
32,285.601,1.61943,2.09168,1.3218,1.31718,0.66278,0.59167,0.67297,0.34227,0.68299,0.59167,0.65516,0.27275,1.64082,1.82623,1.28888,1.29778,0.00211014,0.00211014,0.00211014
33,294.254,1.61226,2.05119,1.30055,1.30929,0.63718,0.63661,0.66561,0.32425,0.62436,0.60254,0.61277,0.25383,1.65879,1.84878,1.33635,1.29379,0.00200208,0.00200208,0.00200208
34,302.763,1.56168,2.05272,1.27997,1.3105,0.6255,0.63328,0.63722,0.33669,0.62701,0.6375,0.62136,0.26533,1.57965,1.73433,1.31039,1.29603,0.00189402,0.00189402,0.00189402
35,311.35,1.58274,2.00662,1.28131,1.30056,0.65305,0.57917,0.65242,0.34521,0.6855,0.5994,0.63633,0.25875,1.61629,1.86677,1.3672,1.29015,0.00178596,0.00178596,0.00178596
36,320.374,1.57114,2.07103,1.2872,1.32809,0.64926,0.59391,0.65596,0.34482,0.67887,0.60779,0.6706,0.28605,1.57973,1.67731,1.39312,1.28134,0.0016779,0.0016779,0.0016779
37,329.194,1.58473,2.09047,1.31525,1.30778,0.65551,0.58333,0.64132,0.34993,0.63809,0.57917,0.61947,0.26926,1.54663,1.8262,1.31119,1.25351,0.00156984,0.00156984,0.00156984
38,337.796,1.53517,2.00625,1.24385,1.28603,0.7532,0.6375,0.72004,0.36953,0.76037,0.65833,0.73931,0.31654,1.53762,1.66748,1.22461,1.25454,0.00146178,0.00146178,0.00146178
39,346.575,1.48258,1.9339,1.17375,1.2533,0.7621,0.62734,0.72554,0.39432,0.76767,0.6333,0.73247,0.32384,1.46387,1.62716,1.2177,1.2047,0.00135372,0.00135372,0.00135372
40,355.469,1.46674,1.93825,1.18679,1.24301,0.74622,0.675,0.75295,0.4184,0.77096,0.66667,0.75885,0.34629,1.48321,1.60565,1.15303,1.24007,0.00124566,0.00124566,0.00124566
41,379.582,1.56106,1.85452,1.27744,1.33771,0.76557,0.60417,0.73944,0.39911,0.77382,0.59873,0.73571,0.3016,1.49732,1.7133,1.25558,1.2445,0.0011376,0.0011376,0.0011376
42,388.83,1.53301,1.82221,1.24976,1.33421,0.7411,0.65601,0.71171,0.38553,0.73188,0.65417,0.71219,0.29557,1.54331,1.73569,1.24278,1.28776,0.00102954,0.00102954,0.00102954
43,397.73,1.49035,1.76392,1.25066,1.33187,0.78829,0.62083,0.75912,0.41306,0.80135,0.61667,0.7393,0.31167,1.46484,1.64836,1.17606,1.22682,0.000921482,0.000921482,0.000921482
44,406.787,1.43158,1.80391,1.17219,1.29156,0.70858,0.64167,0.74481,0.43154,0.71268,0.62917,0.73607,0.3335,1.4552,1.59975,1.12488,1.21244,0.000813422,0.000813422,0.000813422
45,416.143,1.44372,1.76877,1.13847,1.28933,0.72689,0.7125,0.78178,0.43788,0.73322,0.70833,0.76481,0.36338,1.46734,1.5682,1.13042,1.18109,0.000705362,0.000705362,0.000705362
46,425.212,1.46478,1.72672,1.17101,1.30164,0.74514,0.73093,0.79628,0.44734,0.77,0.68333,0.78468,0.36527,1.43265,1.58109,1.08755,1.18993,0.000597302,0.000597302,0.000597302
47,434.367,1.40131,1.675,1.13847,1.28274,0.7236,0.74583,0.79063,0.46141,0.73047,0.75417,0.79109,0.34849,1.4198,1.60857,1.08983,1.20397,0.000489242,0.000489242,0.000489242
48,443.57,1.41264,1.7439,1.14939,1.27707,0.83614,0.65909,0.79892,0.47516,0.81534,0.64391,0.77584,0.36598,1.39629,1.59184,1.0573,1.18144,0.000381182,0.000381182,0.000381182
49,452.769,1.35071,1.71008,1.0688,1.22097,0.81715,0.69167,0.81029,0.48929,0.81329,0.69583,0.80071,0.37138,1.36789,1.55604,1.03666,1.17064,0.000273122,0.000273122,0.000273122
50,461.621,1.3738,1.70646,1.08018,1.23942,0.80787,0.7125,0.80751,0.49304,0.77769,0.71667,0.79464,0.37308,1.37971,1.54316,1.02107,1.17535,0.000165062,0.000165062,0.000165062
