epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.7683,2.41977,3.40115,2.75245,1.77075,0.19458,0.09167,0.03949,0.00853,0.12126,0.0625,0.0148,0.00382,2.89808,4.32358,3.25971,2.4152,0.0690567,0.0019681,0.0019681
2,19.801,2.19506,3.09447,2.1974,1.61038,0.00184,0.1875,0.0013,0.00046,0.00016,0.01667,8e-05,1e-05,3.71766,6.88291,3.86804,6.05503,0.0376385,0.00388321,0.00388321
3,28.8069,2.30257,3.06774,2.18343,1.64919,0.05398,0.36667,0.04107,0.01221,0.0477,0.3625,0.0293,0.00615,2.46553,3.21099,7.98906,2.19036,0.00614153,0.00571959,0.00571959
4,37.7637,2.20429,2.94427,2.15499,1.69315,0.01591,0.1125,0.00709,0.00212,0.01169,0.12083,0.00315,0.00082,2.98848,4.12174,5.41976,3.12502,0.00562574,0.00562574,0.00562574
5,46.9491,2.21015,2.7727,2.07188,1.69194,0.21941,0.2875,0.13322,0.03841,0.16879,0.20833,0.08964,0.02162,2.46591,2.75481,2.56379,1.89488,0.00550766,0.00550766,0.00550766
6,55.4172,2.22417,2.71564,2.04901,1.67011,0.31903,0.28333,0.25472,0.07691,0.34285,0.28333,0.24749,0.06667,2.5093,2.74932,2.17509,1.84712,0.00538957,0.00538957,0.00538957
7,64.0929,2.21746,2.72531,1.99267,1.66829,0.26241,0.37917,0.23359,0.0755,0.28548,0.4125,0.23634,0.0569,2.2423,2.73726,2.09292,1.748,0.00527148,0.00527148,0.00527148
8,72.6502,2.10683,2.63893,1.89366,1.61917,0.35303,0.47083,0.34416,0.14322,0.2977,0.41667,0.25466,0.06095,2.2069,2.85342,2.11144,1.65453,0.0051534,0.0051534,0.0051534
9,81.5807,2.04888,2.57036,1.82751,1.58589,0.45528,0.43333,0.41205,0.17607,0.41086,0.39167,0.33093,0.10538,2.01228,2.92543,1.7359,1.63735,0.00503531,0.00503531,0.00503531
10,91.0293,2.00045,2.44703,1.73952,1.54877,0.39975,0.29167,0.27502,0.12155,0.4308,0.29167,0.259,0.0788,2.08474,2.36079,2.34179,1.61096,0.00491723,0.00491723,0.00491723
