epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8624,2.37483,3.45682,2.76349,1.76024,0.16355,0.05,0.02621,0.00823,0.12621,0.04167,0.0188,0.00355,3.02854,9.01814,3.82531,2.64528,0.0689481,0.00185949,0.00185949
2,19.865,2.15041,2.84803,2.10322,1.56826,0.20158,0.22917,0.15003,0.04442,0.23052,0.2125,0.11878,0.02868,2.43835,2.74562,2.43221,1.79574,0.037424,0.00366872,0.00366872
3,29.4348,2.23782,2.94788,2.17456,1.61285,0.19263,0.2625,0.10782,0.03331,0.13959,0.24583,0.0799,0.01706,2.27729,2.63905,3.56754,1.9127,0.00582531,0.00540336,0.00540336
4,38.3847,2.1871,2.87739,2.03253,1.64751,0.27088,0.20417,0.12944,0.03932,0.27149,0.15994,0.10916,0.02456,2.44165,4.95019,2.91282,2.33928,0.00531439,0.00531439,0.00531439
5,47.2677,2.13956,2.78384,1.96353,1.61542,0.42365,0.35833,0.37242,0.15919,0.49083,0.30526,0.36329,0.11112,1.98385,2.35739,1.94677,1.56362,0.00520252,0.00520252,0.00520252
6,56.2472,2.11941,2.67258,1.96135,1.60508,0.22741,0.24583,0.15565,0.04945,0.12383,0.19167,0.07169,0.01605,2.31357,3.12351,2.81556,1.87037,0.00509065,0.00509065,0.00509065
7,65.1587,2.13816,2.66757,1.94842,1.61476,0.33007,0.22917,0.18707,0.07512,0.24228,0.225,0.14108,0.03052,2.38133,3.39894,2.23817,1.95147,0.00497878,0.00497878,0.00497878
8,73.9526,2.15255,2.77028,1.97814,1.66572,0.30165,0.3125,0.1814,0.05993,0.19606,0.275,0.1146,0.02758,2.42455,283.535,2.40042,3.03178,0.00486691,0.00486691,0.00486691
9,82.7507,2.07148,2.5919,1.83003,1.58789,0.03816,0.55417,0.03113,0.01321,0.0354,0.44167,0.02737,0.0089,2.05419,343.963,22.3917,2.07551,0.00475504,0.00475504,0.00475504
10,91.3995,2.07907,2.57427,1.83467,1.58498,0.30096,0.27985,0.2069,0.07825,0.21225,0.15,0.10197,0.02121,2.34367,18.3005,2.7259,1.90301,0.00464317,0.00464317,0.00464317
11,100.292,1.97089,2.52865,1.78815,1.54386,0.43015,0.38687,0.36653,0.16895,0.40598,0.36735,0.3138,0.09954,1.88865,2.8401,1.79206,1.51928,0.0045313,0.0045313,0.0045313
12,109.201,1.96815,2.56185,1.79687,1.5425,0.35277,0.37083,0.29473,0.11546,0.37928,0.32917,0.24681,0.06797,2.07174,4.0647,11.3954,1.65472,0.00441943,0.00441943,0.00441943
13,118.204,1.90046,2.43322,1.70751,1.50145,0.54182,0.41667,0.43948,0.17425,0.50148,0.38142,0.37473,0.10504,1.99253,3.16092,1.67893,1.55979,0.00430756,0.00430756,0.00430756
14,127.255,1.93898,2.41492,1.72612,1.50604,0.31309,0.32917,0.22132,0.08984,0.26967,0.24583,0.16896,0.04475,2.37652,3.47935,2.41813,1.68609,0.00419569,0.00419569,0.00419569
15,136.434,1.9079,2.38743,1.67021,1.46358,0.42962,0.40486,0.39024,0.15152,0.39256,0.45417,0.38869,0.10224,1.96119,2.33132,1.86328,1.55763,0.00408382,0.00408382,0.00408382
16,145.739,1.86697,2.20647,1.60553,1.47771,0.58471,0.375,0.37231,0.14098,0.55365,0.375,0.35866,0.11141,2.10598,2.33551,2.08462,1.68169,0.00397195,0.00397195,0.00397195
17,154.714,1.91215,2.3569,1.65941,1.52099,0.49188,0.52917,0.51219,0.21914,0.4813,0.5,0.49692,0.16578,1.77088,2.08676,1.8543,1.43554,0.00386008,0.00386008,0.00386008
18,163.93,1.8858,2.2748,1.61592,1.45809,0.48072,0.46287,0.48236,0.21463,0.51648,0.5,0.49301,0.1718,1.90404,1.99069,1.71166,1.47377,0.00374821,0.00374821,0.00374821
19,172.647,1.86962,2.31242,1.61748,1.43471,0.39235,0.52083,0.34005,0.13934,0.39749,0.49583,0.36851,0.13034,2.02552,2.16059,1.86096,1.53596,0.00363634,0.00363634,0.00363634
20,181.403,1.86615,2.24189,1.59496,1.47795,0.53427,0.45833,0.44673,0.23681,0.54122,0.45833,0.44842,0.19054,1.76719,1.98189,1.69123,1.41622,0.00352447,0.00352447,0.00352447
21,190.176,1.82934,2.25472,1.57471,1.43543,0.49027,0.5851,0.52678,0.20605,0.50588,0.575,0.5305,0.18132,1.92217,2.0191,1.58088,1.51578,0.0034126,0.0034126,0.0034126
22,199.1,1.88868,2.23882,1.56747,1.44499,0.46544,0.60833,0.5231,0.21748,0.51635,0.525,0.52449,0.18151,1.90761,1.89352,1.58668,1.48357,0.00330073,0.00330073,0.00330073
23,207.961,1.80332,2.14871,1.50855,1.42621,0.51959,0.57083,0.5683,0.28679,0.55066,0.56667,0.57,0.22239,1.66955,1.88565,1.39459,1.35295,0.00318886,0.00318886,0.00318886
24,217.144,1.73377,2.14558,1.46879,1.39136,0.4528,0.5103,0.45872,0.22195,0.45851,0.44808,0.44468,0.17551,1.80418,2.1613,1.70152,1.43696,0.00307699,0.00307699,0.00307699
25,226.043,1.73267,2.1953,1.47348,1.38235,0.61989,0.56667,0.59897,0.29944,0.6406,0.53333,0.58158,0.23038,1.59312,1.8629,1.37144,1.31675,0.00296512,0.00296512,0.00296512
26,234.706,1.68039,2.11568,1.42241,1.34782,0.58631,0.5125,0.53675,0.26674,0.61019,0.50833,0.51995,0.19946,1.67836,1.89881,1.49384,1.35339,0.00285325,0.00285325,0.00285325
27,243.344,1.71594,2.12682,1.43634,1.39461,0.61913,0.52153,0.56964,0.27724,0.61603,0.50417,0.55155,0.21609,1.76307,1.91234,1.73571,1.37663,0.00274138,0.00274138,0.00274138
28,252.177,1.71638,2.15394,1.46864,1.38989,0.54919,0.65833,0.62422,0.32833,0.56906,0.59583,0.62165,0.25127,1.63356,1.8716,1.41379,1.31928,0.00262951,0.00262951,0.00262951
29,260.893,1.77447,2.17288,1.47197,1.39174,0.54229,0.39167,0.45249,0.21479,0.56132,0.41667,0.4379,0.14833,1.86103,2.16255,1.61801,1.47866,0.00251764,0.00251764,0.00251764
30,269.566,1.7016,2.1666,1.42209,1.38856,0.58393,0.5029,0.52231,0.24124,0.53925,0.48766,0.48764,0.1841,1.95271,2.23435,1.61431,1.5157,0.00240577,0.00240577,0.00240577
31,278.206,1.6315,2.14412,1.39698,1.3442,0.61006,0.56712,0.6382,0.33123,0.69055,0.57917,0.65421,0.25866,1.61988,1.76521,1.30417,1.31743,0.0022939,0.0022939,0.0022939
32,286.854,1.70013,2.20211,1.41222,1.35029,0.60551,0.55417,0.61626,0.32085,0.59838,0.57112,0.59943,0.24094,1.63043,1.87638,1.324,1.33045,0.00218203,0.00218203,0.00218203
33,295.848,1.67324,2.12215,1.39729,1.35263,0.60559,0.44583,0.47102,0.20373,0.65279,0.44653,0.51695,0.17207,1.89019,2.08303,1.73568,1.51443,0.00207016,0.00207016,0.00207016
34,304.458,1.65641,2.09502,1.35528,1.36941,0.53233,0.45417,0.40167,0.13942,0.54115,0.45417,0.40283,0.12673,2.11406,2.34688,1.85601,1.67108,0.00195829,0.00195829,0.00195829
35,313.531,1.56488,1.98229,1.29973,1.30734,0.52737,0.55833,0.57704,0.31082,0.60064,0.47083,0.54076,0.21785,1.58006,1.98027,1.35431,1.29314,0.00184642,0.00184642,0.00184642
36,322.372,1.56564,2.0638,1.29637,1.30255,0.57651,0.6125,0.62899,0.34322,0.59569,0.59583,0.59903,0.25819,1.58064,1.84368,1.31235,1.28564,0.00173455,0.00173455,0.00173455
37,331.175,1.59751,2.1192,1.35661,1.31494,0.60791,0.6654,0.67443,0.35979,0.65861,0.60288,0.66949,0.2948,1.5532,1.70586,1.25186,1.25126,0.00162268,0.00162268,0.00162268
38,339.967,1.56356,2.02968,1.25941,1.30197,0.61551,0.55833,0.63523,0.34449,0.64421,0.5625,0.64515,0.27113,1.58791,1.79239,1.27922,1.26943,0.00151081,0.00151081,0.00151081
39,348.735,1.60181,2.01356,1.27203,1.29235,0.66494,0.6367,0.6878,0.35805,0.65874,0.60833,0.63766,0.24385,1.55061,1.79133,1.30682,1.26987,0.00139894,0.00139894,0.00139894
