epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.2302,2.38819,3.48209,2.7401,1.74267,0.00044,0.10417,0.00025,8e-05,2e-05,0.00417,1e-05,0,4.0843,250.751,inf,22.7936,0.0699552,0.00286658,0.00286658
2,20.6285,2.30242,3.26955,2.27403,1.7143,0.00315,0.07083,0.00141,0.00039,0.00096,0.04583,0.00036,8e-05,3.58273,17.7436,17.8766,12.3541,0.0394109,0.00565567,0.00565567
3,29.9057,2.59194,3.59299,2.62336,1.95871,0.00048,0.125,0.00028,8e-05,0,0,0,0,3.8875,inf,inf,143.235,0.00875173,0.00832979,0.00832979
4,39.152,2.49633,3.22593,2.46743,1.96681,0.00126,0.32917,0.00096,0.00033,0.00051,0.13333,0.00031,9e-05,3.34319,300.091,inf,39.6734,0.00819263,0.00819263,0.00819263
5,48.3792,2.42391,3.1928,2.39965,1.95835,0.2177,0.2125,0.10393,0.03227,0.2033,0.18333,0.08738,0.01878,2.70258,3.45104,3.27419,2.311,0.00802017,0.00802017,0.00802017
6,57.1436,2.43741,3.02344,2.29531,1.92314,0.16325,0.29167,0.13986,0.04224,0.25666,0.25833,0.18891,0.05138,2.25678,2.40448,2.78295,1.89627,0.00784771,0.00784771,0.00784771
7,66.0901,2.4312,3.08903,2.27445,1.94881,0.17961,0.29167,0.1219,0.03723,0.15696,0.17917,0.06815,0.01699,2.46797,3.31962,2.50928,1.99211,0.00767525,0.00767525,0.00767525
8,74.8242,2.28298,2.81169,2.15207,1.8796,0.27298,0.25,0.19143,0.06098,0.2314,0.1875,0.17354,0.04434,2.30231,3.42118,2.42947,1.99944,0.00750279,0.00750279,0.00750279
9,83.9532,2.25464,2.73483,2.0549,1.83347,0.28918,0.4125,0.23285,0.08216,0.36862,0.3875,0.23998,0.06812,2.20141,3.76209,2.22934,1.90014,0.00733034,0.00733034,0.00733034
10,92.8295,2.22166,2.76098,1.98338,1.78385,0.31184,0.3375,0.25362,0.08411,0.38375,0.33213,0.30942,0.0782,2.28849,2.46373,2.21288,1.86739,0.00715788,0.00715788,0.00715788
11,101.705,2.25139,2.64165,2.03302,1.82465,0.22576,0.2875,0.14706,0.05213,0.28525,0.34167,0.2002,0.05333,2.33563,2.50389,2.45443,1.97153,0.00698542,0.00698542,0.00698542
12,110.46,2.18341,2.70845,1.96523,1.79561,0.22628,0.24167,0.16811,0.05382,0.20677,0.22083,0.11965,0.02907,2.4918,2.63052,2.23017,2.08733,0.00681296,0.00681296,0.00681296
13,119.097,2.16778,2.64075,1.96003,1.77227,0.29231,0.37917,0.2681,0.09516,0.32959,0.34583,0.26592,0.07889,2.07977,2.18799,2.28283,1.80831,0.0066405,0.0066405,0.0066405
14,127.835,2.06648,2.47944,1.86805,1.73481,0.26236,0.22917,0.12898,0.04064,0.23331,0.19583,0.10034,0.02373,2.62156,3.1307,2.80334,2.25659,0.00646805,0.00646805,0.00646805
15,136.651,2.12139,2.55839,1.93353,1.72087,0.41579,0.3875,0.40116,0.1374,0.40685,0.37917,0.37619,0.12531,1.98587,3.2548,1.79121,1.74982,0.00629559,0.00629559,0.00629559
16,145.426,1.98981,2.37595,1.74368,1.66461,0.46793,0.46667,0.38493,0.14371,0.46735,0.46064,0.37163,0.11339,2.01929,2.04784,2.05727,1.72019,0.00612313,0.00612313,0.00612313
17,154.112,2.10773,2.56652,1.89943,1.71051,0.36212,0.30833,0.26641,0.0879,0.40945,0.3,0.2733,0.06979,2.21087,2.5463,2.10023,1.83459,0.00595067,0.00595067,0.00595067
18,162.923,2.04787,2.41744,1.79336,1.67326,0.44708,0.39583,0.4163,0.16084,0.45683,0.39583,0.4004,0.13447,1.93667,2.12595,2.25506,1.65657,0.00577821,0.00577821,0.00577821
19,171.855,1.98619,2.48657,1.77229,1.63023,0.43075,0.52083,0.43553,0.17192,0.40469,0.50135,0.3962,0.11932,2.0142,2.13808,1.72841,1.68092,0.00560576,0.00560576,0.00560576
