epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.7226,2.36618,3.50308,2.71071,1.72403,0.00061,0.00417,0.0001,5e-05,0,0,0,0,nan,nan,nan,nan,0.0694813,0.00239266,0.00239266
2,20.0348,2.24136,3.08786,2.22049,1.67385,0.18937,0.15833,0.08712,0.02578,0.12322,0.1125,0.03194,0.00578,3.03332,105.025,3.60397,4.77477,0.0384764,0.00472108,0.00472108
3,29.0115,2.38762,3.08897,2.30215,1.73368,0.01982,0.07917,0.00514,0.00148,0.0179,0.06667,0.00309,0.00083,3.70704,103.958,6.00988,5.49346,0.00737592,0.00695398,0.00695398
4,38.0227,2.29826,2.84286,2.17071,1.74518,0.01499,0.27917,0.00707,0.00217,0.00783,0.14583,0.00216,0.00062,2.97666,10.8111,20.3682,2.36202,0.00684017,0.00684017,0.00684017
5,47.0247,2.28423,2.87201,2.1412,1.74783,0.3951,0.27917,0.2685,0.09708,0.41049,0.225,0.22317,0.05889,2.31605,2.87303,2.15696,1.81073,0.00669689,0.00669689,0.00669689
6,55.8091,2.24127,2.79742,2.07917,1.73965,0.3177,0.34583,0.24395,0.09257,0.34135,0.2875,0.22484,0.07432,2.2218,2.73755,2.10669,1.78265,0.00655361,0.00655361,0.00655361
7,64.6104,2.13969,2.61459,1.96018,1.64536,0.36588,0.34167,0.29012,0.10823,0.27778,0.28847,0.22784,0.05913,2.15671,2.56094,2.02634,1.70496,0.00641034,0.00641034,0.00641034
8,73.784,2.06794,2.60329,1.95207,1.64513,0.31915,0.25833,0.19135,0.05736,0.29049,0.25833,0.1573,0.03793,2.43821,3.35195,2.30178,1.89641,0.00626706,0.00626706,0.00626706
9,83.0019,2.10383,2.60275,1.9189,1.63936,0.21597,0.2875,0.14503,0.04934,0.22444,0.20417,0.09475,0.01935,2.39998,2.82054,2.60442,1.91994,0.00612378,0.00612378,0.00612378
10,91.9819,2.18388,2.55826,1.94582,1.68618,0.48667,0.32788,0.31138,0.11305,0.43734,0.31667,0.28952,0.08845,2.00112,2.30603,2.39129,1.59082,0.00598051,0.00598051,0.00598051
11,101.159,2.11693,2.51976,1.92248,1.65612,0.35726,0.40833,0.33571,0.13229,0.38086,0.37917,0.32375,0.11152,2.17065,2.86444,1.99346,1.67896,0.00583723,0.00583723,0.00583723
12,109.729,2.05802,2.54025,1.8588,1.64988,0.45901,0.30833,0.27455,0.08663,0.47274,0.27917,0.26092,0.06957,2.18656,4.13598,2.59708,1.77367,0.00569395,0.00569395,0.00569395
13,118.398,2.03396,2.48512,1.84596,1.6442,0.48557,0.29497,0.23183,0.07899,0.50448,0.2875,0.24592,0.07118,2.43903,3.03283,2.96353,1.91878,0.00555067,0.00555067,0.00555067
14,126.924,1.98924,2.43263,1.79699,1.5915,0.32808,0.5375,0.3189,0.13638,0.34232,0.43592,0.33365,0.10222,1.968,2.07521,1.69903,1.56902,0.0054074,0.0054074,0.0054074
15,135.609,2.00051,2.48511,1.76989,1.5479,0.50248,0.45417,0.39803,0.1426,0.49865,0.4375,0.4058,0.14403,2.0808,2.12895,2.02087,1.65591,0.00526412,0.00526412,0.00526412
16,144.088,1.93989,2.31385,1.65059,1.55344,0.44774,0.45,0.42359,0.17756,0.4569,0.45417,0.41466,0.13989,1.86953,2.11155,2.0263,1.5238,0.00512084,0.00512084,0.00512084
17,152.821,1.94314,2.41839,1.67212,1.55305,0.61363,0.3875,0.46121,0.21452,0.64188,0.39583,0.45931,0.18211,1.96404,2.09312,1.69962,1.53645,0.00497757,0.00497757,0.00497757
18,161.654,1.90275,2.3344,1.64528,1.5148,0.38826,0.47917,0.40948,0.1707,0.41278,0.45399,0.39976,0.11513,1.93661,2.96997,1.72304,1.53406,0.00483429,0.00483429,0.00483429
19,170.709,1.86485,2.26774,1.60358,1.49841,0.56794,0.46555,0.47213,0.18889,0.55931,0.475,0.46354,0.14766,1.88057,2.01571,1.87468,1.53359,0.00469101,0.00469101,0.00469101
20,179.396,1.9317,2.29481,1.69364,1.53764,0.42058,0.475,0.44273,0.21207,0.42989,0.51667,0.44461,0.15177,1.92783,2.11691,1.63854,1.53438,0.00454773,0.00454773,0.00454773
21,187.906,1.94137,2.37953,1.72002,1.48314,0.44692,0.4882,0.44351,0.17176,0.49378,0.47552,0.48005,0.16784,1.86176,1.9933,1.67886,1.51498,0.00440446,0.00440446,0.00440446
22,196.715,1.86965,2.3231,1.62895,1.4655,0.48706,0.52917,0.47464,0.20641,0.48451,0.51695,0.48922,0.16679,1.91824,2.01275,1.58417,1.50869,0.00426118,0.00426118,0.00426118
23,205.328,1.86125,2.28169,1.58571,1.4823,0.4753,0.45294,0.44797,0.18874,0.48702,0.42917,0.43501,0.15756,1.91418,2.11227,1.71727,1.52701,0.0041179,0.0041179,0.0041179
24,214.034,1.81222,2.21875,1.52779,1.45936,0.54999,0.55417,0.55662,0.24228,0.55826,0.5625,0.56853,0.21109,1.83611,1.90479,1.48462,1.50042,0.00397463,0.00397463,0.00397463
25,222.651,1.86061,2.25323,1.62372,1.49428,0.45961,0.37083,0.39396,0.17438,0.46193,0.37202,0.40194,0.15332,2.00675,2.22339,1.83363,1.57019,0.00383135,0.00383135,0.00383135
26,231.362,1.84456,2.26509,1.58952,1.49864,0.46667,0.525,0.4692,0.18638,0.4439,0.5125,0.42752,0.1202,2.00355,2.17184,1.77207,1.60872,0.00368807,0.00368807,0.00368807
27,240.221,1.92514,2.30993,1.64911,1.52955,0.55323,0.41667,0.4433,0.18787,0.58331,0.44167,0.4732,0.16705,2.06176,2.00657,1.80046,1.65511,0.00354479,0.00354479,0.00354479
