epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.6795,2.36491,3.40845,2.73128,1.69363,0.05506,0.125,0.03556,0.01029,0.04356,0.05,0.01137,0.00279,2.83331,6.8441,3.28185,2.02206,0.0689185,0.00182987,0.00182987
2,20.6327,2.10607,2.87719,2.06037,1.55202,0.37069,0.18333,0.16373,0.05482,0.21433,0.12917,0.05992,0.01489,2.67,3.52033,2.66148,1.91269,0.0373656,0.00361028,0.00361028
3,29.9107,2.17804,2.88138,2.12037,1.57887,0.25678,0.3125,0.15387,0.04973,0.28913,0.25833,0.15332,0.04066,2.28091,3.17907,2.45238,1.63128,0.00573924,0.0053173,0.0053173
4,38.8463,2.11655,2.76313,1.99405,1.60243,0.28723,0.27917,0.20205,0.07181,0.27333,0.2351,0.15027,0.03526,2.30201,2.999,2.4304,1.79797,0.00522974,0.00522974,0.00522974
5,47.6982,2.13841,2.71981,1.97125,1.60408,0.31164,0.375,0.28456,0.11055,0.37192,0.25417,0.19786,0.056,2.10867,2.65059,1.97176,1.63795,0.00511966,0.00511966,0.00511966
6,56.4154,2.13563,2.71256,1.9551,1.6189,0.08781,0.45833,0.06522,0.0251,0.09255,0.47083,0.06672,0.0188,2.07784,9.56199,4.25823,2.16595,0.00500957,0.00500957,0.00500957
7,65.2188,1.99344,2.53862,1.80236,1.5424,0.43775,0.40833,0.36712,0.14111,0.45589,0.39583,0.34835,0.09357,2.16664,2.41408,2.53051,1.74099,0.00489949,0.00489949,0.00489949
8,74.2732,2.03843,2.61544,1.86842,1.58142,0.39857,0.34583,0.32893,0.1312,0.41167,0.35,0.31622,0.10758,2.06588,2.25141,2.22036,1.6202,0.0047894,0.0047894,0.0047894
9,83.3033,1.9309,2.45584,1.75211,1.52065,0.46678,0.37083,0.35378,0.14052,0.47195,0.3625,0.35176,0.09883,2.16319,2.40211,2.01802,1.60517,0.00467931,0.00467931,0.00467931
10,92.1196,2.03424,2.50189,1.78173,1.57128,0.36746,0.44583,0.352,0.13255,0.38279,0.41667,0.32991,0.10849,1.9445,2.10926,2.12219,1.56746,0.00456923,0.00456923,0.00456923
11,101.178,2.01633,2.42314,1.80354,1.56965,0.40063,0.32083,0.27874,0.10109,0.43135,0.25417,0.22537,0.05751,2.40168,3.11857,2.28381,1.83701,0.00445914,0.00445914,0.00445914
12,110.121,1.90669,2.44392,1.69025,1.50048,0.63079,0.35417,0.44697,0.17964,0.58219,0.3625,0.41179,0.145,1.95665,2.11493,1.6487,1.52286,0.00434906,0.00434906,0.00434906
13,118.866,1.86401,2.3081,1.64873,1.44663,0.51566,0.5375,0.51185,0.23962,0.53522,0.525,0.52033,0.20379,1.91823,1.89618,1.50696,1.46476,0.00423897,0.00423897,0.00423897
14,127.45,1.92365,2.32627,1.68564,1.49612,0.36155,0.22083,0.19131,0.06632,0.30874,0.21774,0.14154,0.03601,2.58053,4.36444,2.37134,1.96833,0.00412888,0.00412888,0.00412888
15,136.241,1.91207,2.40133,1.6716,1.46,0.37424,0.29167,0.25794,0.08909,0.34899,0.29167,0.23135,0.05371,2.20044,3.60215,2.72962,1.69919,0.0040188,0.0040188,0.0040188
16,145.074,1.82534,2.35023,1.60283,1.45654,0.48642,0.39858,0.39236,0.16271,0.53778,0.35,0.35125,0.10582,2.17996,2.39761,1.89904,1.65413,0.00390871,0.00390871,0.00390871
17,154.17,1.88615,2.40358,1.6563,1.48677,0.49,0.46667,0.4548,0.21093,0.5116,0.4625,0.44285,0.16282,1.8602,2.09131,1.68516,1.45257,0.00379863,0.00379863,0.00379863
18,162.925,1.86443,2.29659,1.58416,1.43887,0.49231,0.52527,0.50136,0.23081,0.47914,0.52512,0.5001,0.19614,1.87247,2.00005,1.61615,1.44476,0.00368854,0.00368854,0.00368854
19,171.915,1.79593,2.3057,1.5736,1.41701,0.50549,0.39583,0.42475,0.19143,0.52101,0.44583,0.44992,0.16021,1.95036,2.19218,1.80325,1.51883,0.00357846,0.00357846,0.00357846
20,180.88,1.81995,2.30318,1.56798,1.44597,0.40308,0.58333,0.44108,0.21413,0.43787,0.50833,0.4465,0.16964,1.737,2.10462,1.55688,1.4008,0.00346837,0.00346837,0.00346837
