epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8895,2.40645,3.46665,2.71975,1.74966,0.06665,0.07917,0.02459,0.00566,0.01944,0.02917,0.00259,0.0005,3.06086,5.71099,3.31519,2.63648,0.0686782,0.00158962,0.00158962
2,19.9362,2.06317,2.94036,2.00395,1.56246,0.1716,0.19583,0.09204,0.03174,0.1196,0.175,0.0691,0.01476,2.4209,3.21094,2.81081,2.03165,0.0368916,0.00313631,0.00313631
3,28.7476,2.12475,2.86554,1.99215,1.59304,0.27036,0.22917,0.15879,0.04754,0.30569,0.175,0.14826,0.04463,2.34474,3.00555,2.58399,1.89504,0.00504123,0.00461929,0.00461929
4,37.7008,2.08164,2.75842,1.94279,1.59989,0.24563,0.3875,0.20142,0.06254,0.23805,0.3658,0.18563,0.0494,2.31059,2.73455,3.31559,1.91407,0.00454329,0.00454329,0.00454329
5,46.5212,2.07835,2.61103,1.80464,1.54505,0.17568,0.16667,0.06941,0.01928,0.13755,0.18333,0.07167,0.01565,2.72905,3.34346,2.71228,2.25635,0.00444772,0.00444772,0.00444772
6,55.2025,2.09876,2.71282,1.93664,1.58275,0.2588,0.4,0.233,0.0852,0.26547,0.3875,0.23523,0.0742,1.98934,2.33674,3.05946,1.51781,0.00435215,0.00435215,0.00435215
7,63.853,2.0026,2.49015,1.84597,1.53471,0.41036,0.38277,0.30587,0.10903,0.40244,0.375,0.2888,0.07755,2.32659,2.7407,2.09749,1.7735,0.00425658,0.00425658,0.00425658
8,72.5355,1.97454,2.47987,1.73037,1.54133,0.46527,0.48333,0.43392,0.18541,0.44923,0.44167,0.40874,0.14214,1.84267,2.14254,1.90114,1.4532,0.00416102,0.00416102,0.00416102
9,81.19,1.95173,2.56427,1.71159,1.50953,0.3877,0.425,0.32478,0.12683,0.3915,0.42917,0.31802,0.09414,2.19703,2.40883,2.12604,1.73176,0.00406545,0.00406545,0.00406545
10,89.8699,1.95673,2.41329,1.73501,1.51871,0.51118,0.39167,0.40994,0.17641,0.47786,0.40417,0.36828,0.11296,2.00602,2.25226,2.02044,1.53742,0.00396988,0.00396988,0.00396988
11,98.6355,1.97824,2.36436,1.76437,1.52716,0.53057,0.31553,0.36104,0.1652,0.4406,0.37413,0.37634,0.12941,1.95724,2.13005,1.94378,1.51286,0.00387431,0.00387431,0.00387431
12,107.303,1.95393,2.49383,1.77071,1.50964,0.45689,0.34351,0.33366,0.11757,0.49211,0.35417,0.35295,0.10105,2.219,2.49648,2.17799,1.64078,0.00377874,0.00377874,0.00377874
13,115.833,1.89529,2.37562,1.69715,1.46544,0.42067,0.32083,0.26796,0.11439,0.3758,0.25417,0.21238,0.05887,2.17883,3.0183,2.54717,1.7151,0.00368317,0.00368317,0.00368317
14,124.298,1.85684,2.28432,1.59525,1.45331,0.50347,0.46474,0.46664,0.1855,0.5395,0.43934,0.46657,0.13168,1.92006,2.08447,1.64016,1.51442,0.0035876,0.0035876,0.0035876
15,132.87,1.89431,2.34406,1.65053,1.44989,0.57501,0.44167,0.53527,0.25984,0.66274,0.425,0.51661,0.20123,1.72382,2.02018,1.48407,1.35415,0.00349203,0.00349203,0.00349203
16,141.543,1.78739,2.17629,1.565,1.43409,0.53433,0.56667,0.52714,0.24498,0.55672,0.50236,0.51808,0.16161,1.76345,2.10555,1.47043,1.40952,0.00339646,0.00339646,0.00339646
17,150.303,1.79901,2.26835,1.58657,1.43932,0.46801,0.53333,0.43435,0.18306,0.45271,0.51667,0.40851,0.12915,1.7667,2.01656,1.68344,1.41709,0.00330089,0.00330089,0.00330089
18,158.787,1.74894,2.21478,1.50373,1.39082,0.51307,0.57953,0.53831,0.24492,0.51474,0.57917,0.53489,0.19126,1.78626,1.97982,1.55907,1.40702,0.00320532,0.00320532,0.00320532
19,167.641,1.7559,2.20422,1.48075,1.3855,0.69845,0.53333,0.55589,0.26827,0.71445,0.53169,0.56556,0.19809,1.79314,1.97291,2.05931,1.38652,0.00310975,0.00310975,0.00310975
20,176.525,1.68951,2.14405,1.4294,1.36596,0.53565,0.57083,0.53482,0.26112,0.48572,0.60997,0.52025,0.19486,1.71236,2.02462,1.36747,1.35812,0.00301418,0.00301418,0.00301418
21,185.703,1.71151,2.14874,1.47463,1.35706,0.60854,0.59583,0.58629,0.26158,0.66752,0.60417,0.60854,0.22869,1.64906,1.87646,1.42698,1.31991,0.00291861,0.00291861,0.00291861
22,194.631,1.70592,2.11576,1.45417,1.34605,0.47956,0.5375,0.47158,0.21809,0.44985,0.50833,0.45544,0.16251,1.75305,2.0077,1.51595,1.36315,0.00282305,0.00282305,0.00282305
23,204.011,1.71481,2.16106,1.42631,1.36502,0.58259,0.57083,0.58611,0.30463,0.58575,0.55,0.58364,0.22883,1.67322,1.91941,1.50032,1.32615,0.00272748,0.00272748,0.00272748
24,213.249,1.64376,2.10782,1.36512,1.32405,0.60504,0.54583,0.58064,0.30944,0.64055,0.525,0.58159,0.22973,1.59511,2.05716,1.47307,1.27454,0.00263191,0.00263191,0.00263191
25,222.805,1.65631,2.06004,1.38613,1.33887,0.60445,0.51575,0.56115,0.27581,0.64038,0.50454,0.53235,0.20239,1.69518,1.98376,1.4878,1.34992,0.00253634,0.00253634,0.00253634
26,231.997,1.60537,2.06936,1.32725,1.31501,0.62485,0.6125,0.67457,0.34008,0.65458,0.57642,0.64084,0.22926,1.60747,1.886,1.26601,1.27604,0.00244077,0.00244077,0.00244077
27,241.03,1.64696,2.06935,1.35311,1.32814,0.67722,0.55075,0.63102,0.33323,0.7309,0.57917,0.68041,0.26262,1.70651,1.79189,1.27507,1.29149,0.0023452,0.0023452,0.0023452
28,250.566,1.61059,2.12186,1.37307,1.31544,0.6284,0.59167,0.64923,0.31861,0.64742,0.62083,0.6385,0.26885,1.71381,1.84923,1.40823,1.31954,0.00224963,0.00224963,0.00224963
29,259.958,1.6462,2.12199,1.38058,1.31437,0.74979,0.53333,0.63888,0.33244,0.72018,0.52548,0.6014,0.24127,1.66961,1.79325,1.39351,1.28557,0.00215406,0.00215406,0.00215406
30,269.074,1.60793,2.04424,1.31815,1.31356,0.64809,0.6,0.66307,0.34424,0.67795,0.575,0.66277,0.25272,1.57523,1.74989,1.3642,1.23415,0.00205849,0.00205849,0.00205849
31,278.114,1.54769,2.1211,1.32954,1.28945,0.6556,0.64248,0.67726,0.35031,0.68111,0.66748,0.69652,0.26753,1.60853,1.7478,1.28212,1.28319,0.00196292,0.00196292,0.00196292
32,287.015,1.59908,2.05321,1.31689,1.294,0.65658,0.65833,0.70897,0.38351,0.68058,0.63333,0.70215,0.30444,1.53053,1.6829,1.1636,1.22314,0.00186735,0.00186735,0.00186735
33,295.991,1.55261,1.95867,1.23789,1.27656,0.69514,0.6625,0.75045,0.40194,0.71418,0.64551,0.73948,0.32498,1.5694,1.68084,1.15355,1.26213,0.00177178,0.00177178,0.00177178
34,304.846,1.52304,2.01205,1.24214,1.28677,0.67836,0.5712,0.68288,0.37272,0.67911,0.55417,0.65863,0.28659,1.54504,1.79615,1.24059,1.28881,0.00167621,0.00167621,0.00167621
35,313.707,1.53551,1.95793,1.23415,1.27652,0.53341,0.59583,0.57073,0.30519,0.52924,0.58333,0.54742,0.2079,1.58227,1.94496,1.29732,1.28381,0.00158064,0.00158064,0.00158064
36,322.577,1.56727,2.05083,1.26834,1.29861,0.70581,0.59167,0.68535,0.36963,0.7266,0.62011,0.72149,0.31846,1.51527,1.62418,1.16461,1.21435,0.00148508,0.00148508,0.00148508
37,331.502,1.52043,2.03878,1.26284,1.26497,0.70776,0.62083,0.69614,0.39861,0.69206,0.63333,0.70687,0.31713,1.44688,1.6397,1.16491,1.20077,0.00138951,0.00138951,0.00138951
